Sim_Index,Return_Code,Prop_0_Endpoint1,Prop_1_Endpoint1,Delta_1_Endpoint1,StdError_1_Endpoint1,Test_Stat_1_Endpoint1,pval_1_Endpoint1,Prop_0_Endpoint2,Prop_1_Endpoint2,Delta_1_Endpoint2,StdError_1_Endpoint2,Test_Stat_1_Endpoint2,pval_1_Endpoint2,Prop_0_Endpoint3,Prop_1_Endpoint3,Delta_1_Endpoint3,StdError_1_Endpoint3,Test_Stat_1_Endpoint3,pval_1_Endpoint3,Adjpval_1,Adjpval_2,Adjpval_3,Adjpval,SampleSize_0,SampleSize_1,Tot_SampleSize,RejFlag_1_Endpoint1,RejFlag_1_Endpoint2,RejFlag_1_Endpoint3,IsNonNull_1_Endpoint1,IsNonNull_1_Endpoint2,IsNonNull_1_Endpoint3,FWERFlag,DisjnPowFlag,ConPowFlag
758,0,0.14,0.32,0.18,0.0841665016500033,2.13861805434791,0.0162333070504032,0.2,0.56,0.36,0.0970772887960928,3.70838539543648,0.000104292513134818,0.3,0.44,0.14,0.0965608616365865,1.44986278733613,0.0735483931523607,0.0324666141008063,0.000312877539404455,0.0735483931523608,0.0735483931523608,50,50,100,0,1,0,1,1,1,0,0,1
759,0,0.1,0.38,0.28,0.0854166260162505,3.27805034053593,0.000522633763679337,0.24,0.46,0.22,0.0953939201416946,2.30622664078822,0.0105489858623892,0.4,0.52,0.12,0.0996794863550169,1.20385853085769,0.114322131170538,0.00156790129103801,0.0210979717247784,0.114322131170539,0.114322131170539,50,50,100,1,1,0,1,1,1,0,0,1
760,0,0.04,0.38,0.34,0.0814616474176652,4.17374323719201,1.4981771740641E-05,0.22,0.54,0.32,0.0970772887960928,3.29634257372132,0.000489762470503474,0.22,0.6,0.38,0.0983666610188635,3.86309747697066,5.5979153163577E-05,4.4945315221923E-05,0.000489762470503475,0.000111958306327154,0.000489762470503475,50,50,100,1,1,1,1,1,1,0,0,1
761,0,0.1,0.18,0.08,0.0693974062915899,1.15278083540847,0.12450017622605,0.32,0.38,0.06,0.0953939201416946,0.628970902033151,0.264684053092399,0.44,0.48,0.04,0.0996794863550169,0.401286176952564,0.344104719774811,0.37350052867815,0.529368106184799,0.529368106184799,0.529368106184799,50,50,100,0,0,0,1,1,1,0,0,0
762,0,0.08,0.3,0.22,0.0784601809837321,2.8039700806402,0.00252387944939281,0.16,0.42,0.26,0.0907524104363074,2.86493767768819,0.00208545660313553,0.28,0.68,0.4,0.0999199679743744,4.00320384512718,3.1245206977726E-05,0.00417091320627106,0.00417091320627106,9.3735620933177E-05,0.00417091320627106,50,50,100,1,1,1,1,1,1,0,0,1
763,0,0.1,0.32,0.22,0.0814616474176652,2.7006573887713,0.00346012927414452,0.2,0.5,0.3,0.0953939201416946,3.14485451016576,0.000830847228991738,0.28,0.68,0.4,0.0999199679743744,4.00320384512718,3.1245206977726E-05,0.00346012927414452,0.00166169445798348,9.3735620933177E-05,0.00346012927414452,50,50,100,1,1,1,1,1,1,0,0,1
764,0,0.08,0.4,0.32,0.0854166260162505,3.74634324632678,8.971551875625E-05,0.26,0.48,0.22,0.0965608616365865,2.27835580867107,0.0113526935326735,0.36,0.54,0.18,0.099498743710662,1.80906806746658,0.035220214636044,0.000269146556268751,0.0227053870653471,0.035220214636044,0.035220214636044,50,50,100,1,1,0,1,1,1,0,0,1
765,0,0.06,0.3,0.24,0.0768374908491942,3.12347523777212,0.000893644518493608,0.12,0.44,0.32,0.0897997772825746,3.56348322549899,0.000182983045738938,0.24,0.62,0.38,0.0990151503558925,3.83779652542219,6.2071640505423E-05,0.000893644518493609,0.000365966091477877,0.00018621492151627,0.000893644518493609,50,50,100,1,1,1,1,1,1,0,0,1
766,0,0.12,0.34,0.22,0.0841665016500033,2.61386651086967,0.00447620032575946,0.26,0.42,0.16,0.0947417542586161,1.688801323683,0.0456287550471818,0.24,0.52,0.28,0.0970772887960928,2.88429975200615,0.00196142578829517,0.00895240065151893,0.0456287550471818,0.00588427736488551,0.0456287550471818,50,50,100,1,0,1,1,1,1,0,0,1
767,0,0.04,0.36,0.32,0.08,4,3.167124183312E-05,0.2,0.32,0.12,0.0877268487978452,1.36788225776266,0.0856744670960986,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,9.501372549936E-05,0.0856744670960987,0.032054341430589,0.0856744670960987,50,50,100,1,0,0,1,1,1,0,0,1
768,0,0.18,0.3,0.12,0.0854166260162505,1.40487871737254,0.0800286731159724,0.14,0.3,0.16,0.0828492607088319,1.93121819834107,0.0267280372053111,0.36,0.6,0.24,0.0999199679743744,2.40192230707631,0.00815458593887752,0.0800286731159725,0.0534560744106223,0.0244637578166326,0.0800286731159725,50,50,100,0,0,1,1,1,1,0,0,1
769,0,0.08,0.34,0.26,0.0814616474176652,3.19168600491154,0.000707225027170355,0.12,0.44,0.32,0.0897997772825746,3.56348322549899,0.000182983045738938,0.26,0.48,0.22,0.0965608616365865,2.27835580867107,0.0113526935326735,0.00141445005434071,0.000548949137216815,0.0113526935326736,0.0113526935326736,50,50,100,1,1,1,1,1,1,0,0,1
770,0,0.08,0.44,0.36,0.0877268487978452,4.10364677328798,2.0334412043632E-05,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,0.38,0.56,0.18,0.0998198377077422,1.80324877432694,0.0356745768089838,6.1003236130897E-05,0.032054341430589,0.0356745768089838,0.0356745768089838,50,50,100,1,0,0,1,1,1,0,0,1
771,0,0.08,0.32,0.24,0.08,3,0.0013498980316301,0.14,0.32,0.18,0.0841665016500033,2.13861805434791,0.0162333070504032,0.32,0.42,0.1,0.0965608616365865,1.03561627666867,0.150190597699931,0.00404969409489031,0.0324666141008063,0.150190597699931,0.150190597699931,50,50,100,1,0,0,1,1,1,0,0,1
772,0,0.06,0.32,0.26,0.0784601809837321,3.31378282257478,0.000460214842419093,0.16,0.36,0.2,0.0877268487978452,2.27980376293777,0.0113096648691653,0.32,0.56,0.24,0.0992773891679269,2.41746889207614,0.00781443491401412,0.00138064452725728,0.0156288698280283,0.0156288698280283,0.0156288698280283,50,50,100,1,1,1,1,1,1,0,0,1
773,0,0.12,0.32,0.2,0.0828492607088319,2.41402274792634,0.00788873864558892,0.14,0.4,0.26,0.0887918915216925,2.92819530639777,0.00170467905421468,0.2,0.4,0.2,0.0916515138991168,2.18217890235992,0.0145481658706261,0.0157774772911779,0.00511403716264403,0.0157774772911779,0.0157774772911779,50,50,100,1,1,1,1,1,1,0,0,1
774,0,0.16,0.34,0.18,0.0866025403784439,2.07846096908265,0.0188334611143144,0.32,0.4,0.08,0.096,0.833333333333333,0.202328380963643,0.34,0.5,0.16,0.0987117014340245,1.62088179694622,0.0525214957326628,0.0565003833429432,0.202328380963643,0.105042991465326,0.202328380963643,50,50,100,0,0,0,1,1,1,0,0,0
775,0,0.16,0.3,0.14,0.0841665016500033,1.66336959782615,0.0481192374557394,0.22,0.54,0.32,0.0970772887960928,3.29634257372132,0.000489762470503474,0.32,0.58,0.26,0.099498743710662,2.61309831967395,0.00448627429805881,0.0481192374557395,0.00146928741151042,0.00897254859611763,0.0481192374557395,50,50,100,0,1,1,1,1,1,0,0,1
776,0,0.1,0.34,0.24,0.0828492607088319,2.89682729751161,0.00188478603170883,0.14,0.38,0.24,0.0877268487978452,2.73576451552532,0.00311177724336409,0.34,0.48,0.14,0.0983666610188635,1.42324643888393,0.0773323638790738,0.00565435809512649,0.00622355448672818,0.0773323638790739,0.0773323638790739,50,50,100,1,1,0,1,1,1,0,0,1
777,0,0.12,0.36,0.24,0.0854166260162505,2.80975743474508,0.00247894254063541,0.22,0.46,0.24,0.0947417542586161,2.53320198552449,0.00565129015316101,0.32,0.54,0.22,0.0990151503558925,2.22188219892864,0.0131456338585864,0.00743682762190624,0.011302580306322,0.0131456338585864,0.0131456338585864,50,50,100,1,1,1,1,1,1,0,0,1
778,0,0.14,0.34,0.2,0.0854166260162505,2.34146452895423,0.00960412554850698,0.24,0.4,0.16,0.0932952303175248,1.71498585142509,0.0431739104918312,0.34,0.5,0.16,0.0987117014340245,1.62088179694622,0.0525214957326628,0.028812376645521,0.0863478209836624,0.0863478209836624,0.0863478209836624,50,50,100,0,0,0,1,1,1,0,0,0
779,0,0.12,0.26,0.14,0.0784601809837321,1.78434459677104,0.03718384387469,0.16,0.34,0.18,0.0866025403784439,2.07846096908265,0.0188334611143144,0.24,0.44,0.2,0.0947417542586161,2.11100165460375,0.0173860848219682,0.0521582544659048,0.0521582544659048,0.0521582544659048,0.0521582544659048,50,50,100,0,0,0,1,1,1,0,0,0
780,0,0.2,0.26,0.06,0.0841665016500033,0.712872684782636,0.237962271578185,0.2,0.42,0.22,0.0924986486387774,2.37841312535426,0.00869366674124172,0.34,0.54,0.2,0.0992773891679269,2.01455741006345,0.0219755218996945,0.237962271578186,0.0260810002237252,0.0439510437993891,0.237962271578186,50,50,100,0,0,0,1,1,1,0,0,0
781,0,0.06,0.4,0.34,0.0841665016500033,4.03961188043494,2.6769862177423E-05,0.18,0.48,0.3,0.09404254356407,3.19004557544335,0.000711251793314438,0.3,0.58,0.28,0.0992773891679269,2.82038037408883,0.00239833770943731,8.0309586532268E-05,0.00142250358662888,0.00239833770943732,0.00239833770943732,50,50,100,1,1,1,1,1,1,0,0,1
782,0,0.06,0.24,0.18,0.0714142842854285,2.52050415125042,0.00585934279988432,0.14,0.4,0.26,0.0887918915216925,2.92819530639777,0.00170467905421468,0.24,0.5,0.26,0.0965608616365865,2.69260231933853,0.00354483888402513,0.00708967776805026,0.00511403716264403,0.00708967776805026,0.00708967776805026,50,50,100,1,1,1,1,1,1,0,0,1
783,0,0.1,0.28,0.18,0.0784601809837321,2.29415733870562,0.0108907313955597,0.18,0.4,0.22,0.0907524104363074,2.42417803496693,0.0076715407924367,0.28,0.52,0.24,0.0979795897113271,2.44948974278318,0.00715293921771476,0.0214588176531443,0.0214588176531443,0.0214588176531443,0.0214588176531443,50,50,100,1,1,1,1,1,1,0,0,1
784,0,0.1,0.36,0.26,0.0841665016500033,3.08911496739142,0.00100376868210039,0.14,0.32,0.18,0.0841665016500033,2.13861805434791,0.0162333070504032,0.18,0.54,0.36,0.096,3.75,8.8417285200815E-05,0.00200753736420079,0.0162333070504032,0.000265251855602444,0.0162333070504032,50,50,100,1,1,1,1,1,1,0,0,1
785,0,0.02,0.3,0.28,0.0733212111192934,3.81881307912987,6.7047660161523E-05,0.16,0.44,0.28,0.0916515138991168,3.05505046330389,0.00112511328404297,0.3,0.48,0.18,0.0975499871860576,1.84520782823564,0.0325036560960433,0.00020114298048457,0.00225022656808594,0.0325036560960434,0.0325036560960434,50,50,100,1,1,0,1,1,1,0,0,1
786,0,0.1,0.46,0.36,0.0897997772825746,4.00891862868637,3.0498714448268E-05,0.16,0.5,0.34,0.09404254356407,3.61538498550246,0.000149950801395127,0.32,0.54,0.22,0.0990151503558925,2.22188219892864,0.0131456338585864,9.1496143344805E-05,0.000299901602790254,0.0131456338585864,0.0131456338585864,50,50,100,1,1,1,1,1,1,0,0,1
787,0,0.04,0.24,0.2,0.0693974062915899,2.88195208852117,0.00197609911683638,0.14,0.38,0.24,0.0877268487978452,2.73576451552532,0.00311177724336409,0.22,0.5,0.28,0.096,2.91666666666667,0.0017689682391111,0.00530690471733331,0.00530690471733331,0.00530690471733331,0.00530690471733331,50,50,100,1,1,1,1,1,1,0,0,1
788,0,0.18,0.28,0.1,0.0841665016500033,1.18812114130439,0.117392843136153,0.34,0.32,-0.02,0.09404254356407,-0.212669705029557,0.584207700958278,0.36,0.46,0.1,0.0983666610188635,1.01660459920281,0.154670782706968,0.352178529408461,0.584207700958279,0.352178529408461,0.584207700958279,50,50,100,0,0,0,1,1,1,0,0,0
789,0,0.12,0.22,0.1,0.0751265598839718,1.33108717016251,0.0915801650036761,0.12,0.22,0.1,0.0751265598839718,1.33108717016251,0.0915801650036761,0.18,0.42,0.24,0.0916515138991168,2.61861468283191,0.0044143804764093,0.183160330007352,0.183160330007352,0.0132431414292279,0.183160330007352,50,50,100,0,0,1,1,1,1,0,0,1
790,0,0.04,0.34,0.3,0.0784601809837321,3.82359556450936,6.575979125889E-05,0.14,0.42,0.28,0.0897997772825746,3.11804782231162,0.000910266304662621,0.28,0.6,0.32,0.0992773891679269,3.22329185610152,0.000633631805191825,0.000197279373776671,0.00126726361038365,0.00126726361038365,0.00126726361038365,50,50,100,1,1,1,1,1,1,0,0,1
791,0,0.1,0.36,0.26,0.0841665016500033,3.08911496739142,0.00100376868210039,0.18,0.58,0.4,0.0970772887960928,4.12042821715165,1.8908443911281E-05,0.1,0.56,0.46,0.09404254356407,4.89140321567981,5.00598110409E-07,0.00100376868210039,3.7816887822562E-05,1.501794331227E-06,0.00100376868210039,50,50,100,1,1,1,1,1,1,0,0,1
792,0,0.06,0.26,0.2,0.0733212111192934,2.72772362794991,0.00318865071084418,0.16,0.4,0.24,0.0897997772825746,2.67261241912424,0.00376315758322898,0.3,0.48,0.18,0.0975499871860576,1.84520782823564,0.0325036560960433,0.00956595213253254,0.00956595213253254,0.0325036560960434,0.0325036560960434,50,50,100,1,1,0,1,1,1,0,0,1
793,0,0.12,0.28,0.16,0.08,2,0.0227501319481792,0.18,0.4,0.22,0.0907524104363074,2.42417803496693,0.0076715407924367,0.42,0.46,0.04,0.0992773891679269,0.402911482012691,0.343506672116682,0.0455002638963585,0.0230146223773101,0.343506672116683,0.343506672116683,50,50,100,0,1,0,1,1,1,0,0,1
794,0,0.08,0.26,0.18,0.0751265598839718,2.39595690629251,0.00828851957445276,0.24,0.4,0.16,0.0932952303175248,1.71498585142509,0.0431739104918312,0.28,0.5,0.22,0.0975499871860576,2.25525401228801,0.0120586947041532,0.0248655587233583,0.0431739104918312,0.0248655587233583,0.0431739104918312,50,50,100,1,0,1,1,1,1,0,0,1
795,0,0.2,0.28,0.08,0.0854166260162505,0.936585811581694,0.174485826574871,0.22,0.4,0.18,0.0924986486387774,1.94597437528985,0.0258289088868678,0.32,0.52,0.2,0.0987117014340245,2.02610224618277,0.0213771539887607,0.174485826574871,0.0641314619662822,0.0641314619662822,0.174485826574871,50,50,100,0,0,0,1,1,1,0,0,0
796,0,0.08,0.28,0.2,0.0768374908491942,2.60289603147677,0.00462199909738092,0.24,0.46,0.22,0.0953939201416946,2.30622664078822,0.0105489858623892,0.34,0.62,0.28,0.0999199679743744,2.80224269158902,0.00253743404897011,0.00924399819476186,0.0105489858623892,0.00761230214691034,0.0105489858623892,50,50,100,1,1,1,1,1,1,0,0,1
797,0,0.06,0.18,0.12,0.0649923072370877,1.84637236468999,0.0324190784960332,0.12,0.32,0.2,0.0828492607088319,2.41402274792634,0.00788873864558892,0.26,0.52,0.26,0.0975499871860576,2.66530019634037,0.00384598124603608,0.0324190784960332,0.0157774772911779,0.0115379437381082,0.0324190784960332,50,50,100,0,1,1,1,1,1,0,0,1
798,0,0.08,0.3,0.22,0.0784601809837321,2.8039700806402,0.00252387944939281,0.2,0.4,0.2,0.0916515138991168,2.18217890235992,0.0145481658706261,0.24,0.56,0.32,0.0979795897113271,3.26598632371091,0.000545417588062702,0.00504775889878562,0.0145481658706261,0.00163625276418811,0.0145481658706261,50,50,100,1,1,1,1,1,1,0,0,1
799,0,0.1,0.28,0.18,0.0784601809837321,2.29415733870562,0.0108907313955597,0.2,0.3,0.1,0.0866025403784439,1.15470053837925,0.124106539494962,0.34,0.48,0.14,0.0983666610188635,1.42324643888393,0.0773323638790738,0.0326721941866793,0.154664727758148,0.154664727758148,0.154664727758148,50,50,100,0,0,0,1,1,1,0,0,0
800,0,0.06,0.18,0.12,0.0649923072370877,1.84637236468999,0.0324190784960332,0.12,0.32,0.2,0.0828492607088319,2.41402274792634,0.00788873864558892,0.3,0.42,0.12,0.096,1.25,0.105649773666855,0.0648381569920665,0.0236662159367668,0.105649773666855,0.105649773666855,50,50,100,0,1,0,1,1,1,0,0,1
801,0,0.08,0.22,0.14,0.0714142842854285,1.96039211763921,0.0249749882273732,0.34,0.52,0.18,0.0990151503558925,1.81790361730525,0.0345394326763626,0.4,0.46,0.06,0.0990151503558925,0.605967872435083,0.272268043743085,0.0749249646821197,0.0749249646821197,0.272268043743085,0.272268043743085,50,50,100,0,0,0,1,1,1,0,0,0
802,0,0.1,0.34,0.24,0.0828492607088319,2.89682729751161,0.00188478603170883,0.2,0.48,0.28,0.0947417542586161,2.95540231644524,0.00156130781584274,0.3,0.48,0.18,0.0975499871860576,1.84520782823564,0.0325036560960433,0.00468392344752822,0.00468392344752822,0.0325036560960434,0.0325036560960434,50,50,100,1,1,0,1,1,1,0,0,1
803,0,0.06,0.4,0.34,0.0841665016500033,4.03961188043494,2.6769862177423E-05,0.14,0.36,0.22,0.0866025403784439,2.54034118443435,0.00553721883807834,0.22,0.62,0.4,0.0987117014340245,4.05220449236554,2.5368643904788E-05,7.6105931714365E-05,0.00553721883807835,7.6105931714365E-05,0.00553721883807835,50,50,100,1,1,1,1,1,1,0,0,1
804,0,0.06,0.38,0.32,0.0828492607088319,3.86243639668214,5.6130899167006E-05,0.08,0.52,0.44,0.0916515138991168,4.80079358519183,7.90190503808E-07,0.22,0.44,0.22,0.09404254356407,2.33936675532512,0.00965823027151735,0.000112261798334013,2.370571511423E-06,0.00965823027151736,0.00965823027151736,50,50,100,1,1,1,1,1,1,0,0,1
805,0,0.1,0.4,0.3,0.0866025403784439,3.46410161513776,0.000266002752569605,0.24,0.4,0.16,0.0932952303175248,1.71498585142509,0.0431739104918312,0.38,0.58,0.2,0.0999199679743744,2.00160192256359,0.0226637810389861,0.000798008257708816,0.0453275620779723,0.0453275620779723,0.0453275620779723,50,50,100,1,0,0,1,1,1,0,0,1
806,0,0.06,0.3,0.24,0.0768374908491942,3.12347523777212,0.000893644518493608,0.2,0.42,0.22,0.0924986486387774,2.37841312535426,0.00869366674124172,0.38,0.48,0.1,0.0990151503558925,1.00994645405847,0.156260472357178,0.00268093355548083,0.0173873334824835,0.156260472357178,0.156260472357178,50,50,100,1,1,0,1,1,1,0,0,1
807,0,0.1,0.28,0.18,0.0784601809837321,2.29415733870562,0.0108907313955597,0.18,0.32,0.14,0.0866025403784439,1.61658075373095,0.0529844045636011,0.32,0.5,0.18,0.0983666610188635,1.82988827856505,0.0336333232676759,0.0326721941866793,0.0672666465353518,0.0672666465353518,0.0672666465353518,50,50,100,0,0,0,1,1,1,0,0,0
808,0,0.06,0.3,0.24,0.0768374908491942,3.12347523777212,0.000893644518493608,0.16,0.5,0.34,0.09404254356407,3.61538498550246,0.000149950801395127,0.3,0.64,0.34,0.0998198377077422,3.40613657372866,0.00032944604682672,0.000893644518493609,0.000449852404185381,0.000658892093653441,0.000893644518493609,50,50,100,1,1,1,1,1,1,0,0,1
809,0,0.08,0.24,0.16,0.0733212111192934,2.18217890235992,0.0145481658706261,0.1,0.3,0.2,0.08,2.5,0.00620966532577616,0.26,0.56,0.3,0.0983666610188635,3.04981379760842,0.00114491641930736,0.0145481658706261,0.0124193306515523,0.00343474925792209,0.0145481658706261,50,50,100,1,1,1,1,1,1,0,0,1
810,0,0.1,0.24,0.14,0.0751265598839718,1.86352203822751,0.0311944274351265,0.16,0.38,0.22,0.0887918915216925,2.47770372079812,0.00661154485112425,0.26,0.46,0.2,0.096,2.08333333333333,0.0186104251898863,0.0372208503797727,0.0198346345533728,0.0372208503797727,0.0372208503797727,50,50,100,0,1,0,1,1,1,0,0,1
811,0,0.06,0.24,0.18,0.0714142842854285,2.52050415125042,0.00585934279988432,0.14,0.36,0.22,0.0866025403784439,2.54034118443435,0.00553721883807834,0.26,0.48,0.22,0.0965608616365865,2.27835580867107,0.0113526935326735,0.016611656514235,0.016611656514235,0.016611656514235,0.016611656514235,50,50,100,1,1,1,1,1,1,0,0,1
812,0,0.14,0.2,0.06,0.0751265598839718,0.798652302097503,0.212246025704309,0.24,0.46,0.22,0.0953939201416946,2.30622664078822,0.0105489858623892,0.26,0.42,0.16,0.0947417542586161,1.688801323683,0.0456287550471818,0.212246025704309,0.0316469575871675,0.0912575100943637,0.212246025704309,50,50,100,0,0,0,1,1,1,0,0,0
813,0,0.1,0.32,0.22,0.0814616474176652,2.7006573887713,0.00346012927414452,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,0.18,0.54,0.36,0.096,3.75,8.8417285200815E-05,0.00692025854828905,0.0160271707152945,0.000265251855602444,0.0160271707152945,50,50,100,1,1,1,1,1,1,0,0,1
814,0,0.16,0.36,0.2,0.0877268487978452,2.27980376293777,0.0113096648691653,0.34,0.38,0.04,0.096,0.416666666666666,0.33846111951069,0.48,0.68,0.2,0.0987117014340245,2.02610224618277,0.0213771539887606,0.0339289946074959,0.33846111951069,0.0427543079775213,0.33846111951069,50,50,100,0,0,0,1,1,1,0,0,0
815,0,0.04,0.32,0.28,0.0768374908491942,3.64405444406748,0.00013418830549039,0.16,0.44,0.28,0.0916515138991168,3.05505046330389,0.00112511328404297,0.26,0.54,0.28,0.0979795897113271,2.85773803324704,0.00213336241108808,0.000402564916471171,0.00225022656808594,0.00225022656808594,0.00225022656808594,50,50,100,1,1,1,1,1,1,0,0,1
816,0,0.04,0.34,0.3,0.0784601809837321,3.82359556450936,6.575979125889E-05,0.2,0.48,0.28,0.0947417542586161,2.95540231644524,0.00156130781584274,0.26,0.56,0.3,0.0983666610188635,3.04981379760842,0.00114491641930736,0.000197279373776671,0.00228983283861473,0.00228983283861473,0.00228983283861473,50,50,100,1,1,1,1,1,1,0,0,1
817,0,0.12,0.26,0.14,0.0784601809837321,1.78434459677104,0.03718384387469,0.12,0.5,0.38,0.0924986486387774,4.1081681256119,1.9940487775982E-05,0.28,0.56,0.28,0.0987117014340245,2.83654314465588,0.00228024081090006,0.03718384387469,5.9821463327947E-05,0.00456048162180012,0.03718384387469,50,50,100,0,1,1,1,1,1,0,0,1
818,0,0.04,0.36,0.32,0.08,4,3.167124183312E-05,0.12,0.3,0.18,0.0814616474176652,2.20962877263106,0.0135654683700883,0.3,0.44,0.14,0.0965608616365865,1.44986278733613,0.0735483931523607,9.501372549936E-05,0.0271309367401767,0.0735483931523608,0.0735483931523608,50,50,100,1,0,0,1,1,1,0,0,1
819,0,0.06,0.38,0.32,0.0828492607088319,3.86243639668214,5.6130899167006E-05,0.16,0.42,0.26,0.0907524104363074,2.86493767768819,0.00208545660313553,0.4,0.44,0.04,0.0987117014340245,0.405220449236554,0.34265773743909,0.000168392697501019,0.00417091320627106,0.34265773743909,0.34265773743909,50,50,100,1,1,0,1,1,1,0,0,1
820,0,0.1,0.32,0.22,0.0814616474176652,2.7006573887713,0.00346012927414452,0.22,0.38,0.16,0.0916515138991168,1.74574312188794,0.0404277991850261,0.26,0.52,0.26,0.0975499871860576,2.66530019634037,0.00384598124603608,0.0103803878224336,0.0404277991850262,0.0103803878224336,0.0404277991850262,50,50,100,1,0,1,1,1,1,0,0,1
821,0,0.12,0.26,0.14,0.0784601809837321,1.78434459677104,0.03718384387469,0.18,0.36,0.18,0.0887918915216925,2.02721213519846,0.0213203613200479,0.3,0.56,0.26,0.0990151503558925,2.62586078055203,0.00432150800110165,0.0426407226400958,0.0426407226400958,0.012964524003305,0.0426407226400958,50,50,100,0,0,1,1,1,1,0,0,1
822,0,0.06,0.3,0.24,0.0768374908491942,3.12347523777212,0.000893644518493608,0.16,0.38,0.22,0.0887918915216925,2.47770372079812,0.00661154485112425,0.26,0.54,0.28,0.0979795897113271,2.85773803324704,0.00213336241108808,0.00268093355548083,0.00661154485112426,0.00426672482217616,0.00661154485112426,50,50,100,1,1,1,1,1,1,0,0,1
823,0,0.02,0.26,0.24,0.0693974062915899,3.45834250622541,0.000271754971050697,0.14,0.44,0.3,0.0907524104363074,3.30569732040945,0.000473701849619479,0.4,0.48,0.08,0.0992773891679269,0.80582296402538,0.210172467516965,0.000815264913152093,0.000947403699238959,0.210172467516965,0.210172467516965,50,50,100,1,1,0,1,1,1,0,0,1
824,0,0.08,0.28,0.2,0.0768374908491942,2.60289603147677,0.00462199909738092,0.18,0.38,0.2,0.0897997772825746,2.22717701593687,0.0129677227936772,0.32,0.5,0.18,0.0983666610188635,1.82988827856505,0.0336333232676759,0.0138659972921428,0.0259354455873544,0.0336333232676759,0.0336333232676759,50,50,100,1,0,0,1,1,1,0,0,1
825,0,0.02,0.28,0.26,0.0714142842854285,3.64072821847283,0.000135934001441074,0.16,0.5,0.34,0.09404254356407,3.61538498550246,0.000149950801395127,0.3,0.6,0.3,0.099498743710662,3.01511344577764,0.00128441576351135,0.000407802004323222,0.000407802004323222,0.00128441576351135,0.00128441576351135,50,50,100,1,1,1,1,1,1,0,0,1
826,0,0.06,0.4,0.34,0.0841665016500033,4.03961188043494,2.6769862177423E-05,0.18,0.34,0.16,0.0877268487978452,1.82384301035021,0.0340879047226217,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,8.0309586532268E-05,0.0340879047226217,0.032054341430589,0.0340879047226217,50,50,100,1,0,0,1,1,1,0,0,1
827,0,0.06,0.32,0.26,0.0784601809837321,3.31378282257478,0.000460214842419093,0.12,0.3,0.18,0.0814616474176652,2.20962877263106,0.0135654683700883,0.24,0.52,0.28,0.0970772887960928,2.88429975200615,0.00196142578829517,0.00138064452725728,0.0135654683700883,0.00392285157659034,0.0135654683700883,50,50,100,1,1,1,1,1,1,0,0,1
828,0,0.12,0.36,0.24,0.0854166260162505,2.80975743474508,0.00247894254063541,0.24,0.38,0.14,0.0924986486387774,1.51353562522544,0.0650718295128838,0.54,0.52,-0.02,0.0998198377077422,-0.200360974925215,0.579400860947975,0.00743682762190624,0.130143659025768,0.579400860947975,0.579400860947975,50,50,100,1,0,0,1,1,1,0,0,1
829,0,0.06,0.22,0.16,0.0693974062915899,2.30556167081694,0.0105675685337857,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,0.3,0.54,0.24,0.0987117014340245,2.43132269541932,0.00752190466576574,0.0225657139972973,0.0225657139972973,0.0225657139972973,0.0225657139972973,50,50,100,1,1,1,1,1,1,0,0,1
830,0,0.14,0.3,0.16,0.0828492607088319,1.93121819834107,0.0267280372053111,0.26,0.4,0.14,0.09404254356407,1.4886879352069,0.0682847817372672,0.28,0.48,0.2,0.0970772887960928,2.06021410857582,0.019689038367209,0.0590671151016272,0.0682847817372672,0.0590671151016272,0.0682847817372672,50,50,100,0,0,0,1,1,1,0,0,0
831,0,0.18,0.32,0.14,0.0866025403784439,1.61658075373095,0.0529844045636011,0.24,0.4,0.16,0.0932952303175248,1.71498585142509,0.0431739104918312,0.28,0.52,0.24,0.0979795897113271,2.44948974278318,0.00715293921771476,0.0863478209836624,0.0863478209836624,0.0214588176531443,0.0863478209836624,50,50,100,0,0,1,1,1,1,0,0,1
832,0,0.1,0.38,0.28,0.0854166260162505,3.27805034053593,0.000522633763679337,0.12,0.44,0.32,0.0897997772825746,3.56348322549899,0.000182983045738938,0.22,0.56,0.34,0.0975499871860576,3.4853925644451,0.000245707757850377,0.000548949137216815,0.000548949137216815,0.000548949137216815,0.000548949137216815,50,50,100,1,1,1,1,1,1,0,0,1
833,0,0.08,0.28,0.2,0.0768374908491942,2.60289603147677,0.00462199909738092,0.14,0.56,0.42,0.0953939201416946,4.40279631423206,5.343224331877E-06,0.24,0.52,0.28,0.0970772887960928,2.88429975200615,0.00196142578829517,0.00462199909738093,1.6029672995632E-05,0.00392285157659034,0.00462199909738093,50,50,100,1,1,1,1,1,1,0,0,1
