Sim_Index,Return_Code,Prop_0_Endpoint1,Prop_1_Endpoint1,Delta_1_Endpoint1,StdError_1_Endpoint1,Test_Stat_1_Endpoint1,pval_1_Endpoint1,Prop_0_Endpoint2,Prop_1_Endpoint2,Delta_1_Endpoint2,StdError_1_Endpoint2,Test_Stat_1_Endpoint2,pval_1_Endpoint2,Prop_0_Endpoint3,Prop_1_Endpoint3,Delta_1_Endpoint3,StdError_1_Endpoint3,Test_Stat_1_Endpoint3,pval_1_Endpoint3,Adjpval_1,Adjpval_2,Adjpval_3,Adjpval,SampleSize_0,SampleSize_1,Tot_SampleSize,RejFlag_1_Endpoint1,RejFlag_1_Endpoint2,RejFlag_1_Endpoint3,IsNonNull_1_Endpoint1,IsNonNull_1_Endpoint2,IsNonNull_1_Endpoint3,FWERFlag,DisjnPowFlag,ConPowFlag
279,0,0.22,0.3,0.08,0.0877268487978452,0.911921505175106,0.18090501998841,0.3,0.44,0.14,0.0965608616365865,1.44986278733613,0.0735483931523607,0.32,0.44,0.12,0.0970772887960928,1.23612846514549,0.108205407792621,0.220645179457082,0.220645179457082,0.220645179457082,0.220645179457082,50,50,100,0,0,0,1,1,1,0,0,0
280,0,0.08,0.42,0.34,0.0866025403784439,3.92598183048945,4.3188337973565E-05,0.22,0.48,0.26,0.0953939201416946,2.72554057547699,0.00320981427071687,0.26,0.64,0.38,0.099498743710662,3.81914369798501,6.6957869133688E-05,0.000129565013920696,0.00320981427071687,0.000133915738267376,0.00320981427071687,50,50,100,1,1,1,1,1,1,0,0,1
281,0,0.18,0.32,0.14,0.0866025403784439,1.61658075373095,0.0529844045636011,0.2,0.5,0.3,0.0953939201416946,3.14485451016576,0.000830847228991738,0.28,0.54,0.26,0.0983666610188635,2.6431719579273,0.00410666553237349,0.0529844045636012,0.00249254168697522,0.00821333106474698,0.0529844045636012,50,50,100,0,1,1,1,1,1,0,0,1
282,0,0.1,0.3,0.2,0.08,2.5,0.00620966532577616,0.26,0.44,0.18,0.0953939201416946,1.88691270609945,0.0295860339129297,0.38,0.48,0.1,0.0990151503558925,1.00994645405847,0.156260472357178,0.0186289959773285,0.0591720678258594,0.156260472357178,0.156260472357178,50,50,100,1,0,0,1,1,1,0,0,1
283,0,0.06,0.34,0.28,0.08,3.5,0.00023262907903554,0.18,0.5,0.32,0.0947417542586161,3.37760264736599,0.000365603283883242,0.32,0.58,0.26,0.099498743710662,2.61309831967395,0.00448627429805881,0.000697887237106621,0.000731206567766486,0.00448627429805882,0.00448627429805882,50,50,100,1,1,1,1,1,1,0,0,1
284,0,0.12,0.36,0.24,0.0854166260162505,2.80975743474508,0.00247894254063541,0.24,0.42,0.18,0.09404254356407,1.91402734526601,0.0278083309093121,0.26,0.46,0.2,0.096,2.08333333333333,0.0186104251898863,0.00743682762190624,0.0372208503797727,0.0372208503797727,0.0372208503797727,50,50,100,1,0,0,1,1,1,0,0,1
285,0,0.14,0.24,0.1,0.0784601809837321,1.27453185483645,0.101237495362878,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,0.3,0.48,0.18,0.0975499871860576,1.84520782823564,0.0325036560960433,0.101237495362878,0.0480815121458835,0.0650073121920867,0.101237495362878,50,50,100,0,0,0,1,1,1,0,0,0
286,0,0.14,0.32,0.18,0.0841665016500033,2.13861805434791,0.0162333070504032,0.22,0.52,0.3,0.0965608616365865,3.106848830006,0.000945465339144413,0.4,0.56,0.16,0.0999199679743744,1.60128153805087,0.0546572881043331,0.0324666141008063,0.00283639601743324,0.0546572881043332,0.0546572881043332,50,50,100,0,1,0,1,1,1,0,0,1
287,0,0.08,0.28,0.2,0.0768374908491942,2.60289603147677,0.00462199909738092,0.24,0.48,0.24,0.096,2.5,0.00620966532577616,0.32,0.46,0.14,0.0975499871860576,1.43516164418328,0.0756205203466458,0.0138659972921428,0.0138659972921428,0.0756205203466459,0.0756205203466459,50,50,100,1,1,0,1,1,1,0,0,1
288,0,0.06,0.3,0.24,0.0768374908491942,3.12347523777212,0.000893644518493608,0.18,0.4,0.22,0.0907524104363074,2.42417803496693,0.0076715407924367,0.32,0.48,0.16,0.0979795897113271,1.63299316185545,0.0512352174298747,0.00268093355548083,0.0153430815848734,0.0512352174298747,0.0512352174298747,50,50,100,1,1,0,1,1,1,0,0,1
289,0,0.1,0.3,0.2,0.08,2.5,0.00620966532577616,0.1,0.34,0.24,0.0828492607088319,2.89682729751161,0.00188478603170883,0.3,0.48,0.18,0.0975499871860576,1.84520782823564,0.0325036560960433,0.0124193306515523,0.00565435809512649,0.0325036560960434,0.0325036560960434,50,50,100,1,1,0,1,1,1,0,0,1
290,0,0.06,0.32,0.26,0.0784601809837321,3.31378282257478,0.000460214842419093,0.1,0.34,0.24,0.0828492607088319,2.89682729751161,0.00188478603170883,0.32,0.54,0.22,0.0990151503558925,2.22188219892864,0.0131456338585864,0.00138064452725728,0.00376957206341766,0.0131456338585864,0.0131456338585864,50,50,100,1,1,1,1,1,1,0,0,1
291,0,0.04,0.26,0.22,0.0714142842854285,3.08061618486162,0.00103286371550315,0.24,0.44,0.2,0.0947417542586161,2.11100165460375,0.0173860848219682,0.34,0.48,0.14,0.0983666610188635,1.42324643888393,0.0773323638790738,0.00309859114650946,0.0347721696439365,0.0773323638790739,0.0773323638790739,50,50,100,1,0,0,1,1,1,0,0,1
292,0,0.08,0.38,0.3,0.0841665016500033,3.56436342391318,0.000182370153122169,0.26,0.44,0.18,0.0953939201416946,1.88691270609945,0.0295860339129297,0.28,0.5,0.22,0.0975499871860576,2.25525401228801,0.0120586947041532,0.000547110459366507,0.0295860339129297,0.0241173894083065,0.0295860339129297,50,50,100,1,0,1,1,1,1,0,0,1
293,0,0.1,0.32,0.22,0.0814616474176652,2.7006573887713,0.00346012927414452,0.2,0.36,0.16,0.0897997772825746,1.7817416127495,0.0373956887934721,0.3,0.6,0.3,0.099498743710662,3.01511344577764,0.00128441576351135,0.00692025854828905,0.0373956887934721,0.00385324729053405,0.0373956887934721,50,50,100,1,0,1,1,1,1,0,0,1
294,0,0.04,0.34,0.3,0.0784601809837321,3.82359556450936,6.575979125889E-05,0.26,0.44,0.18,0.0953939201416946,1.88691270609945,0.0295860339129297,0.32,0.4,0.08,0.096,0.833333333333333,0.202328380963643,0.000197279373776671,0.0591720678258594,0.202328380963643,0.202328380963643,50,50,100,1,0,0,1,1,1,0,0,1
295,0,0.12,0.48,0.36,0.0916515138991168,3.92792202424786,4.2841490054513E-05,0.2,0.42,0.22,0.0924986486387774,2.37841312535426,0.00869366674124172,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,0.000128524470163538,0.00869366674124173,0.00268895584514084,0.00869366674124173,50,50,100,1,1,1,1,1,1,0,0,1
296,0,0.18,0.32,0.14,0.0866025403784439,1.61658075373095,0.0529844045636011,0.32,0.34,0.02,0.09404254356407,0.212669705029557,0.415792299041722,0.36,0.42,0.06,0.0975499871860576,0.615069276078547,0.269254485608309,0.158953213690803,0.538508971216618,0.538508971216618,0.538508971216618,50,50,100,0,0,0,1,1,1,0,0,0
297,0,0.16,0.28,0.12,0.0828492607088319,1.4484136487558,0.0737506999513163,0.22,0.44,0.22,0.09404254356407,2.33936675532512,0.00965823027151735,0.34,0.62,0.28,0.0999199679743744,2.80224269158902,0.00253743404897011,0.0737506999513164,0.0193164605430347,0.00761230214691034,0.0737506999513164,50,50,100,0,1,1,1,1,1,0,0,1
298,0,0.08,0.28,0.2,0.0768374908491942,2.60289603147677,0.00462199909738092,0.2,0.5,0.3,0.0953939201416946,3.14485451016576,0.000830847228991738,0.36,0.54,0.18,0.099498743710662,1.80906806746658,0.035220214636044,0.00924399819476186,0.00249254168697522,0.035220214636044,0.035220214636044,50,50,100,1,1,0,1,1,1,0,0,1
299,0,0.04,0.24,0.2,0.0693974062915899,2.88195208852117,0.00197609911683638,0.14,0.3,0.16,0.0828492607088319,1.93121819834107,0.0267280372053111,0.3,0.5,0.2,0.0979795897113271,2.04124145231932,0.0206134166685819,0.00592829735050915,0.0412268333371638,0.0412268333371638,0.0412268333371638,50,50,100,1,0,0,1,1,1,0,0,1
300,0,0.14,0.22,0.08,0.0768374908491942,1.04115841259071,0.148901016647403,0.22,0.46,0.24,0.0947417542586161,2.53320198552449,0.00565129015316101,0.32,0.48,0.16,0.0979795897113271,1.63299316185545,0.0512352174298747,0.148901016647403,0.0169538704594831,0.102470434859749,0.148901016647403,50,50,100,0,1,0,1,1,1,0,0,1
301,0,0.14,0.28,0.14,0.0814616474176652,1.71860015649083,0.0428436015851918,0.24,0.52,0.28,0.0970772887960928,2.88429975200615,0.00196142578829517,0.3,0.62,0.32,0.0996794863550169,3.21028941562051,0.000663006943017574,0.0428436015851919,0.00392285157659034,0.00198902082905273,0.0428436015851919,50,50,100,0,1,1,1,1,1,0,0,1
302,0,0.02,0.34,0.32,0.0768374908491942,4.16463365036283,1.5592645231433E-05,0.22,0.48,0.26,0.0953939201416946,2.72554057547699,0.00320981427071687,0.26,0.6,0.34,0.0990151503558925,3.4338179437988,0.00029757188800017,4.6777935694298E-05,0.00320981427071687,0.00059514377600034,0.00320981427071687,50,50,100,1,1,1,1,1,1,0,0,1
303,0,0.08,0.3,0.22,0.0784601809837321,2.8039700806402,0.00252387944939281,0.18,0.36,0.18,0.0887918915216925,2.02721213519846,0.0213203613200479,0.3,0.54,0.24,0.0987117014340245,2.43132269541932,0.00752190466576574,0.00757163834817843,0.0213203613200479,0.0150438093315315,0.0213203613200479,50,50,100,1,1,1,1,1,1,0,0,1
304,0,0.1,0.36,0.26,0.0841665016500033,3.08911496739142,0.00100376868210039,0.32,0.38,0.06,0.0953939201416946,0.628970902033151,0.264684053092399,0.32,0.64,0.32,0.0999199679743744,3.20256307610174,0.000681052335792076,0.00204315700737623,0.264684053092399,0.00204315700737623,0.264684053092399,50,50,100,1,0,1,1,1,1,0,0,1
305,0,0.1,0.26,0.16,0.0768374908491942,2.08231682518141,0.0186567700367826,0.32,0.32,0,0.0932952303175248,0,0.5,0.32,0.48,0.16,0.0979795897113271,1.63299316185545,0.0512352174298747,0.0559703101103478,0.500000000000001,0.102470434859749,0.500000000000001,50,50,100,0,0,0,1,1,1,0,0,0
306,0,0.12,0.3,0.18,0.0814616474176652,2.20962877263106,0.0135654683700883,0.14,0.38,0.24,0.0877268487978452,2.73576451552532,0.00311177724336409,0.36,0.46,0.1,0.0983666610188635,1.01660459920281,0.154670782706968,0.0271309367401767,0.00933533173009228,0.154670782706968,0.154670782706968,50,50,100,0,1,0,1,1,1,0,0,1
307,0,0.12,0.34,0.22,0.0841665016500033,2.61386651086967,0.00447620032575946,0.3,0.34,0.04,0.0932952303175248,0.428746462856272,0.334053871883347,0.42,0.56,0.14,0.0999799979995999,1.40028008402801,0.0807147311835414,0.0134286009772784,0.334053871883347,0.161429462367083,0.334053871883347,50,50,100,1,0,0,1,1,1,0,0,1
308,0,0.12,0.42,0.3,0.0887918915216925,3.37868689199743,0.000364164540955225,0.24,0.4,0.16,0.0932952303175248,1.71498585142509,0.0431739104918312,0.24,0.56,0.32,0.0979795897113271,3.26598632371091,0.000545417588062702,0.00109249362286568,0.0431739104918312,0.00109249362286568,0.0431739104918312,50,50,100,1,0,1,1,1,1,0,0,1
309,0,0.12,0.26,0.14,0.0784601809837321,1.78434459677104,0.03718384387469,0.16,0.34,0.18,0.0866025403784439,2.07846096908265,0.0188334611143144,0.32,0.5,0.18,0.0983666610188635,1.82988827856505,0.0336333232676759,0.0672666465353518,0.0565003833429432,0.0672666465353518,0.0672666465353518,50,50,100,0,0,0,1,1,1,0,0,0
310,0,0.12,0.26,0.14,0.0784601809837321,1.78434459677104,0.03718384387469,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,0.3,0.36,0.06,0.09404254356407,0.63800911508867,0.261733873292648,0.07436768774938,0.00403343376771126,0.261733873292648,0.261733873292648,50,50,100,0,1,0,1,1,1,0,0,1
311,0,0.12,0.34,0.22,0.0841665016500033,2.61386651086967,0.00447620032575946,0.18,0.42,0.24,0.0916515138991168,2.61861468283191,0.0044143804764093,0.26,0.5,0.24,0.0970772887960928,2.47225693029099,0.00671314914666343,0.0132431414292279,0.0132431414292279,0.0132431414292279,0.0132431414292279,50,50,100,1,1,1,1,1,1,0,0,1
312,0,0.16,0.26,0.1,0.0814616474176652,1.22757154035059,0.109803925398587,0.22,0.36,0.14,0.0907524104363074,1.54265874952441,0.0614567977348018,0.26,0.46,0.2,0.096,2.08333333333333,0.0186104251898863,0.122913595469604,0.122913595469604,0.055831275569659,0.122913595469604,50,50,100,0,0,0,1,1,1,0,0,0
313,0,0.1,0.42,0.32,0.0877268487978452,3.64768602070042,0.00013230636106154,0.1,0.38,0.28,0.0854166260162505,3.27805034053593,0.000522633763679337,0.26,0.52,0.26,0.0975499871860576,2.66530019634037,0.00384598124603608,0.000396919083184622,0.00104526752735867,0.00384598124603608,0.00384598124603608,50,50,100,1,1,1,1,1,1,0,0,1
314,0,0.12,0.42,0.3,0.0887918915216925,3.37868689199743,0.000364164540955225,0.24,0.32,0.08,0.0897997772825746,0.890870806374748,0.186499241806743,0.32,0.4,0.08,0.096,0.833333333333333,0.202328380963643,0.00109249362286568,0.372998483613487,0.372998483613487,0.372998483613487,50,50,100,1,0,0,1,1,1,0,0,1
