ModelID,Scenario,seed,Global.Power,Conjunctive.Power,Disjunctive.Power,FWER,CI_95perc_Global.Power,CI_95perc_Conjunctive.Power,CI_95perc_Disjunctive.Power,CI_95perc_FWER,StagewiseRejection_Count,StagewiseRejection_Percentage,HoursTaken,Input,Method,SampleSize,alpha,TestStatCont,CommonStdDev,TestStatBin,FWERControl,nArms,nEps,lEpType,Arms.Mean,Arms.std.dev,Arms.Prop,Arms.alloc.ratio,EP.Corr,WI,G,test.type,info_frac,typeOfDesign,MultipleWinners,Selection,SelectionLook,SelectEndPoint,SelectionScale,SelectionCriterion,SelectionParmeter,KeepAssosiatedEps,ImplicitSSR,nSimulation,nSimulation_Stage2,Seed2,SummaryStat,plotGraphs,Parallel,UseCC,Matching.Pair,Test.Set,Compare.Set
96,"Sel Best=2, Param, SS=10k, all props=0.4, SSR=Sel, lk1=0.75, CC",2300,0.02615085,0,0,0.02615085,"(0.02457,0.02774)","(0,0)","(0,0)","(0.02457,0.02774)","214,300","0.0107,0.015",2.025332529,>>>,CER,10000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,pvalue,best,2,TRUE,Selection,20000,2000,2300,TRUE,FALSE,TRUE,TRUE,0,w,12
97,"Sel Best=2, Param, SS=1k, all props=0.4, SSR=Sel, lk1=0.75, CC",2300,0.0253793,0,0,0.0253793,"(0.02385,0.02691)","(0,0)","(0,0)","(0.02385,0.02691)","194,338","0.0097,0.0169",1.906130979,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,pvalue,best,2,TRUE,Selection,20000,2000,2300,TRUE,FALSE,TRUE,TRUE,0,w,12
98,"Fut=0.5, Param, SS=3k, all props=0.4, SSR=None, lk1=0.75, CC",2402,0.026662425,0,0,0.026662425,"(0.02508,0.02824)","(0,0)","(0,0)","(0.02508,0.02824)","207,332","0.01035,0.0166",1.241951141,>>>,CER,3000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.5,FALSE,None,20000,2000,2402,TRUE,FALSE,TRUE,TRUE,0,w,6
99,"Sel Best=1, Param, SS=600, all props=0.4, SSR=Sel, lk1=0.5, CC",59079,0.0256477,0,0,0.0256477,"(0.02426,0.02704)","(0,0)","(0,0)","(0.02426,0.02704)","23,234","0.0023,0.0234",0.419742895,>>>,CER,600,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,best,1,TRUE,Selection,10000,1000,59079,TRUE,FALSE,TRUE,TRUE,NA,NA,9
100,"Sel Best=1, Param, SS=1000, all props=0.4, SSR=None, lk1=0.5, CC, FWCtr=None",70743,0.0246432,0,0,0.0246432,"(0.02332,0.02596)","(0,0)","(0,0)","(0.02332,0.02596)","19,249","0.0019,0.0249",0.445201031,>>>,CER,1000,0.025,NA,NA,UnPooled,None,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,delta,best,1,FALSE,None,10000,1000,70743,TRUE,FALSE,TRUE,TRUE,NA,NA,9
101,"Sel Best=1, Param, SS=3000, all props=0.4, SSR=Sel, lk1=0.5, CC",59079,0.02406,0,0,0.02406,"(0.02283,0.02529)","(0,0)","(0,0)","(0.02283,0.02529)","12,225","0.0012,0.0225",0.426222937,>>>,CER,3000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,pvalue,best,1,TRUE,Selection,10000,1000,59079,TRUE,FALSE,TRUE,TRUE,NA,NA,9
102,"Sel Best=1, Param, SS=5000, all props=0.4, SSR=None, lk1=0.5, CC, FWCtr=None",70743,0.0238987,0,0,0.0238987,"(0.02267,0.02513)","(0,0)","(0,0)","(0.02267,0.02513)","12,203","0.0012,0.0203",0.454538739,>>>,CER,5000,0.025,NA,NA,UnPooled,None,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.5,1)",asOF,FALSE,TRUE,1,1,delta,best,1,FALSE,None,10000,1000,70743,TRUE,FALSE,TRUE,TRUE,NA,NA,9
103,"Sel Best=1, Param, SS=600, all props=0.4, SSR=Sel, lk1=0.5, CC",59079,0.0251165,0,0,0.0251165,"(0.02292,0.02731)","(0,0)","(0,0)","(0.02292,0.02731)","105,126","0.0105,0.0126",0.415651014,>>>,CER,600,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,pvalue,best,1,TRUE,Selection,10000,1000,59079,TRUE,FALSE,TRUE,TRUE,NA,NA,10
104,"Sel Best=1, Param, SS=1000, all props=0.4, SSR=None, lk1=0.5, CC, FWCtr=None",70743,0.0239414,0,0,0.0239414,"(0.02179,0.02609)","(0,0)","(0,0)","(0.02179,0.02609)","98,131","0.0098,0.0131",0.44773567,>>>,CER,1000,0.025,NA,NA,UnPooled,None,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,delta,best,1,FALSE,None,10000,1000,70743,TRUE,FALSE,TRUE,TRUE,NA,NA,10
105,"Sel Best=1, Param, SS=3000, all props=0.4, SSR=Sel, lk1=0.5, CC",59079,0.0250612,0,0,0.0250612,"(0.0229,0.02723)","(0,0)","(0,0)","(0.0229,0.02723)","99,159","0.0099,0.0159",0.422658088,>>>,CER,3000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,pvalue,best,1,TRUE,Selection,10000,1000,59079,TRUE,FALSE,TRUE,TRUE,NA,NA,10
106,"Sel Best=1, Param, SS=5000, all props=0.4, SSR=None, lk1=0.5, CC, FWCtr=None",70743,0.0242627,0,0,0.0242627,"(0.02217,0.02635)","(0,0)","(0,0)","(0.02217,0.02635)","86,150","0.0086,0.015",0.451815361,>>>,CER,5000,0.025,NA,NA,UnPooled,None,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,delta,best,1,FALSE,None,10000,1000,70743,TRUE,FALSE,TRUE,TRUE,NA,NA,10
107,"Fut=0.75, CC, Param, SS=10k, all props=0.4, SSR=Sel, lk1=0.5, CC",343,0.02682785,0,0,0.02682785,"(0.02522,0.02843)","(0,0)","(0,0)","(0.02522,0.02843)","217,316","0.01085,0.0158",1.667228858,>>>,CER,5000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,2000,343,TRUE,FALSE,TRUE,TRUE,NA,x,8
108,"Fut=0.75, CC, Param, SS=1k, all props=0.4, SSR=Sel, lk1=0.5, CC",343,0.024838275,0,0,0.024838275,"(0.02333,0.02635)","(0,0)","(0,0)","(0.02333,0.02635)","188,332","0.0094,0.0166",1.67874352,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,2000,343,TRUE,FALSE,TRUE,TRUE,NA,y,8
109,"Fut=0.75, CC, Param, SS=3k, all props=0.4, SSR=Sel, lk1=0.5, CC",343,0.026484575,0,0,0.026484575,"(0.02489,0.02808)","(0,0)","(0,0)","(0.02489,0.02808)","214,321","0.0107,0.01605",1.626322071,>>>,CER,3000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.75,TRUE,Selection,20000,2000,343,TRUE,FALSE,TRUE,TRUE,NA,z,8
110,"Fut=0.25, Param, SS=400, all props=0.4, SSR=Sel, lk1=0.75, CC",4346,0.0255096,0,0,0.0255096,"(0.02327,0.02775)","(0,0)","(0,0)","(0.02327,0.02775)","109,140","0.0109,0.014",0.184139039,>>>,CER,400,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,10000,1000,4346,TRUE,FALSE,TRUE,TRUE,3,Orig,4
111,"Fut=0.25, Param, SS=1000, all props=0.4, SSR=Sel, lk1=0.75, CC",4346,0.0238769,0,0,0.0238769,"(0.02182,0.02593)","(0,0)","(0,0)","(0.02182,0.02593)","85,152","0.0085,0.0152",0.179441342,>>>,CER,1000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,10000,1000,4346,TRUE,FALSE,TRUE,TRUE,3,Orig,4
112,"Fut=0.25, Param, SS=3000, all props=0.4, SSR=Sel, lk1=0.75, CC",4346,0.027602,0,0,0.027602,"(0.02527,0.02993)","(0,0)","(0,0)","(0.02527,0.02993)","116,148","0.0116,0.0148",0.187838903,>>>,CER,3000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,10000,1000,4346,TRUE,FALSE,TRUE,TRUE,3,Orig,4
113,"Fut=0.25, Param, SS=5000, all props=0.4, SSR=Sel, lk1=0.75, CC",4346,0.0264426,0,0,0.0264426,"(0.02419,0.0287)","(0,0)","(0,0)","(0.02419,0.0287)","107,141","0.0107,0.0141",0.185706559,>>>,CER,5000,0.025,NA,NA,UnPooled,CombinationTest,3,1,list('EP1' = 'Binary'),NA,NA,"list('EP1' = c(0.4, 0.4, 0.4))","c(1,1,1)",matrix(1),"c(rep(1/2,2))","rbind(H1=c(0,1), H2=c(1,0))",Parametric,"c(0.75,1)",asOF,FALSE,TRUE,1,1,pvalue,threshold,0.25,TRUE,Selection,10000,1000,4346,TRUE,FALSE,TRUE,TRUE,3,Orig,4
