Sim_Index,Return_Code,Mean_0_Endpoint1,Mean_1_Endpoint1,Delta_1_Endpoint1,StdError_1_Endpoint1,Test_Stat_1_Endpoint1,pval_1_Endpoint1,Mean_0_Endpoint2,Mean_1_Endpoint2,Delta_1_Endpoint2,StdError_1_Endpoint2,Test_Stat_1_Endpoint2,pval_1_Endpoint2,Mean_0_Endpoint3,Mean_1_Endpoint3,Delta_1_Endpoint3,StdError_1_Endpoint3,Test_Stat_1_Endpoint3,pval_1_Endpoint3,Adjpval_1,Adjpval_2,Adjpval_3,Adjpval,SampleSize_0,SampleSize_1,Tot_SampleSize,RejFlag_1_Endpoint1,RejFlag_1_Endpoint2,RejFlag_1_Endpoint3,IsNonNull_1_Endpoint1,IsNonNull_1_Endpoint2,IsNonNull_1_Endpoint3,FWERFlag,DisjnPowFlag,ConPowFlag
604,0,-0.00323069553767491,0.0170530399220504,0.0202837354597253,0.00693448702004952,2.92505204798558,0.00185425525561667,0.00657916828706119,0.0141320241056555,0.00755285581859429,0.0050322458804689,1.50089164917564,0.0672211789620512,-0.00929635936350556,0.0145568844194011,0.0238532437829067,0.0183648168272994,1.29885552397391,0.0974988112558617,0.00556276576685,0.134442357924102,0.134442357924102,0.134442357924102,150,150,300,1,0,0,1,1,1,0,0,1
605,0,0.0059754129408515,0.0180973172533197,0.0121219043124682,0.00665095414430412,1.82258124916548,0.0346844273908767,0.00120130750343052,0.0141159138202504,0.0129146063168199,0.00547787613676934,2.35759370865156,0.00952004365146975,0.00616628740137245,0.0200411656517964,0.0138748782504239,0.0173048050314817,0.801793387743008,0.211655685916148,0.0693688547817536,0.0285601309544093,0.211655685916148,0.211655685916148,150,150,300,0,0,0,1,1,1,0,0,0
606,0,-0.000756291609184181,0.0179755418772704,0.0187318334864546,0.0065683779116777,2.85182030302365,0.00232539992912151,-0.00291790077165391,0.0180504077463594,0.0209683085180133,0.00556183487889035,3.77003434560731,9.8398085616847E-05,-0.0136436873089848,0.0425928968093037,0.0562365841182885,0.0173342799590043,3.24424113671225,0.000655772832781398,0.00232539992912151,0.00029519425685054,0.0013115456655628,0.00232539992912151,150,150,300,1,1,1,1,1,1,0,0,1
607,0,0.000635079120484716,0.0126622716849108,0.0120271925644261,0.00730870000889562,1.64559942941802,0.0504502675057841,0.00328990418715746,0.0103046192701316,0.00701471508297418,0.00535405945857105,1.31016757233517,0.0955740679198072,-0.000834377293769782,0.013371176220765,0.0142055535145348,0.0186651453557587,0.76107382202368,0.223607395038342,0.151350802517352,0.191148135839615,0.223607395038343,0.223607395038343,150,150,300,0,0,0,1,1,1,0,0,0
608,0,0.00222122608478032,0.0172134370434586,0.0149922109586783,0.00627576447253895,2.38890592919479,0.00876033585674429,0.00385539351374558,0.0141915655150604,0.0103361720013149,0.00550173807338747,1.87871030271545,0.0306300452167101,-0.00530654505426655,0.00586562905625511,0.0111721741105217,0.0159875012416712,0.698806770466517,0.242608903268624,0.0262810075702329,0.0612600904334202,0.242608903268625,0.242608903268625,150,150,300,0,0,0,1,1,1,0,0,0
609,0,-0.00538038793192085,0.0191744715658052,0.024554859497726,0.00669644949751886,3.66684755956481,0.000145357122886436,-0.00359313069607681,0.0186547470458844,0.0222478777419612,0.00550810953999662,4.03911316222205,3.4156595209223E-05,-0.00350165368001566,0.0206352449907242,0.0241368986707399,0.0165805614606804,1.45573470041885,0.0732593214284367,0.000290714245772872,0.000102469785627668,0.0732593214284368,0.0732593214284368,150,150,300,1,1,0,1,1,1,0,0,1
610,0,0.00136736686303573,0.0166154139980789,0.0152480471350432,0.00702989401365759,2.16902944844112,0.0154354989156891,0.0007382579680062,0.00852353863898267,0.00778528067097648,0.0059679053328489,1.30452482684741,0.0965306382299653,0.0134775831262375,0.019018869301264,0.00554128617502649,0.0171477071721782,0.323150268393731,0.373404039493147,0.0463064967470673,0.193061276459931,0.373404039493148,0.373404039493148,150,150,300,0,0,0,1,1,1,0,0,0
611,0,-0.00481576285080793,0.0127962955606109,0.0176120584114189,0.00657314957523345,2.67939413364002,0.00389273118561451,-0.000544207879654356,0.00787271582426575,0.0084169237039201,0.00586550438829119,1.43498719747309,0.0761697058804194,-0.0199178597921876,0.035998816916376,0.0559166767085636,0.0183636750290785,3.04496113223638,0.00126746700364544,0.00778546237122902,0.0761697058804195,0.00380240101093632,0.0761697058804195,150,150,300,1,0,1,1,1,1,0,0,1
612,0,0.0050158433178277,0.00723552966927882,0.00221968635145112,0.00683305357281647,0.324845448348535,0.372762986290739,0.000747813987525589,0.0132736240938301,0.0125258101063045,0.0054283270881562,2.30748993251235,0.0108563180048515,-0.0053236518760857,0.00753712566150018,0.0128607775375859,0.0165737506636872,0.775972668984556,0.219190261828999,0.438380523657998,0.0325689540145547,0.438380523657998,0.438380523657998,150,150,300,0,0,0,1,1,1,0,0,0
613,0,0.00236849081820019,0.0135513966887518,0.0111829058705516,0.00649498264618666,1.72177609698731,0.043073895134492,0.00390427845356403,0.0153467859048341,0.0114425074512701,0.00583307804797728,1.9616585543953,0.0253664758945708,0.00937569093051714,0.028911418076623,0.0195357271461059,0.0168674772142025,1.15818903431847,0.123857129251478,0.0861477902689841,0.0760994276837123,0.123857129251478,0.123857129251478,150,150,300,0,0,0,1,1,1,0,0,0
