Sim_Index,Return_Code,Mean_0_Endpoint1,Mean_1_Endpoint1,Delta_1_Endpoint1,StdError_1_Endpoint1,Test_Stat_1_Endpoint1,pval_1_Endpoint1,Prop_0_Endpoint2,Prop_1_Endpoint2,Delta_1_Endpoint2,StdError_1_Endpoint2,Test_Stat_1_Endpoint2,pval_1_Endpoint2,Mean_0_Endpoint3,Mean_1_Endpoint3,Delta_1_Endpoint3,StdError_1_Endpoint3,Test_Stat_1_Endpoint3,pval_1_Endpoint3,Adjpval_1,Adjpval_2,Adjpval_3,Adjpval,SampleSize_0,SampleSize_1,Tot_SampleSize,RejFlag_1_Endpoint1,RejFlag_1_Endpoint2,RejFlag_1_Endpoint3,IsNonNull_1_Endpoint1,IsNonNull_1_Endpoint2,IsNonNull_1_Endpoint3,FWERFlag,DisjnPowFlag,ConPowFlag
134,0,-0.0068397163761579,0.0129465820404094,0.0197862984165673,0.0131186587909371,1.50825619690913,0.0673530668557378,0.22,0.3,0.08,0.0877268487978452,0.911921505175106,0.18090501998841,-0.0183165254070452,0.0124340607176713,0.0307505861247165,0.00992898516507385,3.09705227810035,0.00127478474997567,0.134706133711476,0.18090501998841,0.003824354249927,0.18090501998841,50,50,100,0,0,1,1,1,1,0,0,1
135,0,-0.00324981311579684,0.0169126551820673,0.0201624682978642,0.0120306425593123,1.67592613598659,0.0484701864171992,0.24,0.44,0.2,0.0947417542586161,2.11100165460375,0.0173860848219682,0.00403513669875404,0.0175032161006019,0.0134680794018479,0.00973548168251004,1.38340144237994,0.0848425765850278,0.0969403728343986,0.0521582544659048,0.0969403728343986,0.0969403728343986,50,50,100,0,0,0,1,1,1,0,0,0
136,0,0.00937074323321277,0.0138879575474485,0.00451721431423577,0.0115295761956101,0.39179361301725,0.348030693927605,0.18,0.6,0.42,0.0975499871860576,4.30548493254983,8.331016596586E-06,-0.00944012390198745,0.0237277728370793,0.0331678967390667,0.00885973112971128,3.74366854405294,0.00015299792751533,0.348030693927605,2.4993049789757E-05,0.000305995855030661,0.348030693927605,50,50,100,0,1,1,1,1,1,0,0,1
137,0,0.00810685606659169,0.0178953458075425,0.00978848974095077,0.0118580960954787,0.825468916943837,0.205555180061373,0.14,0.52,0.38,0.09404254356407,4.04072439556158,2.66431755096E-05,-0.00720604529349161,0.0153217336657747,0.0225277789592664,0.0104735699237499,2.15091693885409,0.0169708030353645,0.205555180061373,7.9929526528799E-05,0.033941606070729,0.205555180061373,50,50,100,0,1,0,1,1,1,0,0,1
138,0,0.0107645137122866,0.00672790368438317,-0.00403661002790344,0.0140996917245242,-0.286290658460454,0.612370075649344,0.24,0.26,0.02,0.0866025403784439,0.230940107675851,0.408680665692588,0.000650937531091004,0.00839205507673492,0.00774111754564391,0.0101824374276807,0.760242093371467,0.224467522152164,0.817361331385178,0.817361331385178,0.673402566456492,0.817361331385178,50,50,100,0,0,0,1,1,1,0,0,0
139,0,0.0204224015770599,0.0208410828251076,0.000418681248047677,0.0117627794253155,0.0355937345170822,0.485839352304923,0.22,0.4,0.18,0.0924986486387774,1.94597437528985,0.0258289088868678,0.0151319076475874,0.0110679812251136,-0.00406392642247383,0.010404691064005,-0.390585976793964,0.651524474630205,0.971678704609847,0.0774867266606036,0.971678704609847,0.971678704609847,50,50,100,0,0,0,1,1,1,0,0,0
140,0,0.00566377936074232,0.0148479838848728,0.00918420452413051,0.0116567705366603,0.787885846705686,0.216332529556245,0.16,0.46,0.3,0.0924986486387774,3.24329062548308,0.000590788092563188,0.00926921864032465,0.0281820108519754,0.0189127922116508,0.00846864942011844,2.23327136045103,0.0139027932029381,0.216332529556246,0.00177236427768957,0.0278055864058762,0.216332529556246,50,50,100,0,1,0,1,1,1,0,0,1
141,0,0.00335612924343581,0.00889718532483573,0.00554105608139992,0.0110608205499643,0.500962478901965,0.308760440281857,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,-0.00664831073716563,0.0236756651559104,0.0303239758930761,0.00824945185549451,3.67587767336067,0.000193442933313581,0.308760440281857,0.00268895584514084,0.000580328799940744,0.308760440281857,50,50,100,0,1,1,1,1,1,0,0,1
142,0,-0.00500629948045868,0.0207451081506326,0.0257514076310913,0.011706043866251,2.19983864107443,0.0150843046850877,0.28,0.42,0.14,0.0953939201416946,1.46759877141069,0.0711066209681963,0.00499669038651979,0.0141663905251112,0.00916970013859145,0.00975469410753983,0.940029491186585,0.174756849585478,0.0452529140552632,0.142213241936393,0.174756849585478,0.174756849585478,50,50,100,0,0,0,1,1,1,0,0,0
143,0,-0.0238305955553747,0.0161605737456675,0.0399911693010423,0.0113571811845426,3.52122314958496,0.000326885026700974,0.24,0.5,0.26,0.0965608616365865,2.69260231933853,0.00354483888402513,-0.00159689395261649,0.0125634847273111,0.0141603786799276,0.010223167752961,1.38512631525842,0.0845793828721735,0.000980655080102922,0.00708967776805026,0.0845793828721736,0.0845793828721736,50,50,100,1,1,0,1,1,1,0,0,1
144,0,-0.0136504804918845,0.0206291586575664,0.0342796391494509,0.010822339762152,3.16748872266366,0.00102525662795372,0.1,0.46,0.36,0.0897997772825746,4.00891862868637,3.0498714448268E-05,-0.00590604322172505,0.00740888629736962,0.0133149295190947,0.00906112053540998,1.46945727816568,0.0724559088537793,0.00205051325590744,9.1496143344805E-05,0.0724559088537794,0.0724559088537794,50,50,100,1,1,0,1,1,1,0,0,1
145,0,0.0031161414800484,0.028547412675668,0.0254312711956196,0.0125669820862857,2.0236577899934,0.0228639298444577,0.24,0.58,0.34,0.0983666610188635,3.45645563728954,0.000273664645930594,5.7376488078394E-05,0.0270732828270457,0.0270159063389673,0.009231785073409,2.92640113739035,0.002131067007347,0.0228639298444578,0.000820993937791782,0.004262134014694,0.0228639298444578,50,50,100,1,1,1,1,1,1,0,0,1
146,0,0.0110174451536495,0.00719390187054669,-0.0038235432831028,0.0109809283153038,-0.348198546909194,0.635781033081614,0.34,0.38,0.04,0.096,0.416666666666666,0.33846111951069,0.0130257253001081,0.0153446363764787,0.00231891107637053,0.00970488465907701,0.238942672461505,0.405824505305095,1,1,1,1,50,50,100,0,0,0,1,1,1,0,0,0
147,0,-0.00318473414081719,-0.00021475861820143,0.00296997552261576,0.0140569508914918,0.211281631809171,0.416553128741804,0.1,0.46,0.36,0.0897997772825746,4.00891862868637,3.0498714448268E-05,-0.00858738239887129,0.00421723259464123,0.0128046149935125,0.010444703007115,1.22594342651868,0.111578881661429,0.416553128741805,9.1496143344805E-05,0.223157763322858,0.416553128741805,50,50,100,0,1,0,1,1,1,0,0,1
148,0,-0.000587621594353169,0.0103608461788756,0.0109484677732287,0.0132907286169359,0.823767310941668,0.206036031081757,0.14,0.46,0.32,0.0916515138991168,3.49148624377588,0.00024017059999093,-0.00650167319585928,0.0148204945022518,0.0213221676981111,0.0103184072816346,2.06642043836181,0.0207131976945143,0.206036031081758,0.00072051179997279,0.0414263953890286,0.206036031081758,50,50,100,0,1,0,1,1,1,0,0,1
149,0,-0.0176165590069156,0.0087232676379695,0.0263398266448851,0.0134973489196831,1.95148149474552,0.0269273797690319,0.12,0.5,0.38,0.0924986486387774,4.1081681256119,1.9940487775982E-05,0.00640422903744117,0.0166556979852161,0.010251468947775,0.0108273152433945,0.946815412438383,0.173030816810222,0.0538547595380639,5.9821463327947E-05,0.173030816810222,0.173030816810222,50,50,100,0,1,0,1,1,1,0,0,1
150,0,-0.00661014524251562,0.0227056897112643,0.0293158349537799,0.0112647437279145,2.60244135702209,0.0053460570373095,0.16,0.48,0.32,0.0932952303175248,3.42997170285018,0.000301822099066706,-0.0059119399988254,0.0108070995093629,0.0167190395081883,0.00923021886716191,1.81133727691649,0.0365759771711722,0.010692114074619,0.00090546629720012,0.0365759771711723,0.0365759771711723,50,50,100,1,1,0,1,1,1,0,0,1
151,0,0.00565083969466407,0.00299743374058516,-0.00265340595407891,0.0114976505766756,-0.230778099959106,0.591015852077958,0.22,0.28,0.06,0.0866025403784439,0.692820323027551,0.244211158311297,-0.00393169817329841,0.0168108362675136,0.0207425344408121,0.00978446022135698,2.1199467289505,0.0182681898353318,0.591015852077959,0.488422316622594,0.0548045695059956,0.591015852077959,50,50,100,0,0,0,1,1,1,0,0,0
152,0,-0.00968326322877331,0.00765740764115863,0.0173406708699319,0.0104826664918643,1.65422327261772,0.0506408865756964,0.12,0.26,0.14,0.0784601809837321,1.78434459677104,0.03718384387469,-0.00614073417565279,0.00485111188369123,0.010991846059344,0.0108537921348596,1.01271941850084,0.156844024788046,0.11155153162407,0.11155153162407,0.156844024788046,0.156844024788046,50,50,100,0,0,0,1,1,1,0,0,0
153,0,0.00941932458703919,-0.000431432581683453,-0.00985075716872265,0.0109677864507318,-0.89815362589097,0.814347495936589,0.24,0.42,0.18,0.09404254356407,1.91402734526601,0.0278083309093121,0.00282598205463808,0.00893606549670054,0.00611008344206246,0.00903618110822657,0.676179834034072,0.250259585271058,0.81434749593659,0.0834249927279364,0.500519170542116,0.81434749593659,50,50,100,0,0,0,1,1,1,0,0,0
154,0,-0.0173814038442129,0.0135224529286303,0.0309038567728432,0.0117336856510089,2.63377234502493,0.00490701690332607,0.06,0.48,0.42,0.0887918915216925,4.7301616487964,1.121705668017E-06,-0.00835542860996202,0.0272001371094239,0.035555565719386,0.0103714468455316,3.42821654962292,0.000444942096557988,0.00490701690332607,3.365117004051E-06,0.000889884193115976,0.00490701690332607,50,50,100,1,1,1,1,1,1,0,0,1
155,0,-0.00220513640916505,0.0171214012314707,0.0193265376406357,0.0112811875790845,1.71316517034673,0.0449220442124671,0.24,0.34,0.1,0.0907524104363074,1.10189910680315,0.135252768481352,-6.3374739807478E-05,0.0135334175707822,0.0135967923105896,0.00823053736332314,1.65199326731442,0.0508683157623055,0.134766132637402,0.135252768481353,0.134766132637402,0.135252768481353,50,50,100,0,0,0,1,1,1,0,0,0
156,0,0.00583857377431953,0.00672633202288758,0.000887758248568047,0.0116686185948186,0.0760808352209104,0.469754944260546,0.2,0.44,0.24,0.0932952303175248,2.57247877713763,0.00504865732375359,0.00559736755942297,0.0241389375848235,0.0185415700254005,0.00981363106930081,1.88936897000364,0.0308992554088485,0.469754944260546,0.0151459719712608,0.0617985108176971,0.469754944260546,50,50,100,0,1,0,1,1,1,0,0,1
157,0,0.0106577717877537,0.00804703925134014,-0.0026107325364136,0.0114362029295236,-0.228286657075117,0.590050470607479,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,0.00300287206384555,0.0217936496282516,0.0187907775644061,0.0096904800078049,1.93909667521853,0.0276828589560645,0.590050470607479,0.00403343376771126,0.055365717912129,0.590050470607479,50,50,100,0,1,0,1,1,1,0,0,1
158,0,-0.00595201795471366,0.00675166178348357,0.0127036797381972,0.0123154580811874,1.03152311951781,0.152417291587109,0.22,0.52,0.3,0.0965608616365865,3.106848830006,0.000945465339144413,0.00167881007641504,0.0118686415640362,0.0101898314876212,0.0091280073557688,1.11632595050236,0.133506143559959,0.267012287119918,0.00283639601743324,0.267012287119918,0.267012287119918,50,50,100,0,1,0,1,1,1,0,0,1
159,0,0.00465906488888368,0.0225576748781305,0.0178986099892468,0.0109552551329995,1.6337921638477,0.0527555891304264,0.16,0.4,0.24,0.0897997772825746,2.67261241912424,0.00376315758322898,-0.00444572083528798,0.0148672844924827,0.0193130053277707,0.00941088715026351,2.05219816361626,0.02140835481799,0.0527555891304265,0.011289472749687,0.04281670963598,0.0527555891304265,50,50,100,0,1,0,1,1,1,0,0,1
160,0,-0.00562789916860973,0.00679186230688926,0.012419761475499,0.0109824125484807,1.13087733871526,0.130433340016135,0.26,0.36,0.1,0.0924986486387774,1.08109687516103,0.139827011644709,0.00965336698414412,-0.000521828149748477,-0.0101751951338926,0.0107810245982504,-0.943805947307071,0.826205075926454,0.391300020048405,0.391300020048405,0.826205075926455,0.826205075926455,50,50,100,0,0,0,1,1,1,0,0,0
161,0,0.00152483289066506,-0.00124123258075154,-0.0027660654714166,0.013002474756271,-0.212733769783521,0.584011746485372,0.2,0.44,0.24,0.0932952303175248,2.57247877713763,0.00504865732375359,0.00346680100799523,0.0072261644951619,0.00375936348716668,0.00935395357553372,0.401901020441207,0.344316016295826,0.688632032591653,0.0151459719712608,0.688632032591653,0.688632032591653,50,50,100,0,1,0,1,1,1,0,0,1
162,0,0.00935409019161796,0.0155471091101644,0.00619301891854642,0.0112822597471021,0.548916534219762,0.292155615082552,0.32,0.4,0.08,0.096,0.833333333333333,0.202328380963643,0.00356871977175823,0.0199703782940243,0.0164016585222661,0.00882070496375518,1.85944985005864,0.0329816926121349,0.404656761927287,0.404656761927287,0.0989450778364048,0.404656761927287,50,50,100,0,0,0,1,1,1,0,0,0
163,0,-0.000723043871219895,0.00371675225640768,0.00443979612762757,0.0123213833721252,0.36033260174923,0.359686940232755,0.28,0.42,0.14,0.0953939201416946,1.46759877141069,0.0711066209681963,-0.00449949871156489,0.00847401396823534,0.0129735126798002,0.00986445697313204,1.31517758302726,0.0957596105076349,0.359686940232756,0.213319862904589,0.213319862904589,0.359686940232756,50,50,100,0,0,0,1,1,1,0,0,0
164,0,0.010137843157936,-0.00339228062953924,-0.0135301237874752,0.0104539191872746,-1.29426328490709,0.900691956142226,0.24,0.36,0.12,0.0916515138991168,1.30930734141595,0.0952151319127621,0.00318858697380069,0.00641551542729786,0.00322692845349717,0.00820592948453442,0.393243502710925,0.347496909106884,0.900691956142227,0.285645395738287,0.694993818213769,0.900691956142227,50,50,100,0,0,0,1,1,1,0,0,0
165,0,0.00997705860630988,0.0056359952460744,-0.00434106336023548,0.0119897957748223,-0.362063161188401,0.640957805889116,0.28,0.5,0.22,0.0975499871860576,2.25525401228801,0.0120586947041532,0.00286337293106278,0.0114462152203512,0.00858284228928844,0.00928202002651425,0.924673968034049,0.178703414427935,0.640957805889117,0.0361760841124597,0.35740682885587,0.640957805889117,50,50,100,0,0,0,1,1,1,0,0,0
166,0,0.00230812928970272,0.00678596099000852,0.00447783170030579,0.0132692279130608,0.337459852950321,0.368245999179942,0.2,0.46,0.26,0.09404254356407,2.76470616538424,0.00284870456913311,0.00415473111726966,0.0159552149527368,0.0118004838354671,0.00974502507952944,1.21092390621502,0.114418371222249,0.368245999179942,0.00854611370739934,0.228836742444498,0.368245999179942,50,50,100,0,1,0,1,1,1,0,0,1
167,0,-0.00665487473677151,0.0182795615298434,0.0249344362666149,0.0120746163121922,2.06502928307855,0.0207803273672946,0.24,0.38,0.14,0.0924986486387774,1.51353562522544,0.0650718295128838,-0.00321393776804311,0.0217293421015325,0.0249432798695756,0.0107076457908812,2.32948309616459,0.0109430235480985,0.0415606547345893,0.0650718295128839,0.0328290706442956,0.0650718295128839,50,50,100,0,0,0,1,1,1,0,0,0
168,0,-0.0112883946641082,0.00164810553542217,0.0129365001995304,0.011205275714493,1.15450083774361,0.125551198133596,0.24,0.34,0.1,0.0907524104363074,1.10189910680315,0.135252768481352,-0.00687404858671498,0.00659076284353164,0.0134648114302466,0.00961575651146742,1.40028622960543,0.0822928603507345,0.251102396267192,0.251102396267192,0.246878581052204,0.251102396267192,50,50,100,0,0,0,1,1,1,0,0,0
169,0,0.00243612519226092,0.0167111988080364,0.0142750736157755,0.0135670570684806,1.05218645014325,0.147650762461306,0.26,0.44,0.18,0.0953939201416946,1.88691270609945,0.0295860339129297,-0.0030207156608028,0.0268797727498332,0.029900488410636,0.0101010613169703,2.96013334365188,0.00192828549223001,0.147650762461306,0.0591720678258594,0.00578485647669003,0.147650762461306,50,50,100,0,0,1,1,1,1,0,0,1
170,0,-0.0124936145408423,0.024385440188901,0.0368790547297433,0.0127998050078004,2.88122004259196,0.00243347394516613,0.22,0.22,0,0.0828492607088319,0,0.5,-0.00879210439725043,0.0270626319003186,0.0358547362975691,0.00836901469205817,4.28422432232,2.1436779508166E-05,0.00486694789033227,0.500000000000001,6.4310338524498E-05,0.500000000000001,50,50,100,1,0,1,1,1,1,0,0,1
171,0,-0.00149062815884105,0.0103479644181474,0.0118385925769884,0.0125168195611568,0.945814751035235,0.173284644597823,0.22,0.26,0.04,0.0854166260162505,0.468292905790847,0.319787570474344,0.000684284509469107,0.0160488637342179,0.0153645792247488,0.010162345778908,1.51191265865387,0.0668870849200112,0.346569289195646,0.346569289195646,0.200661254760034,0.346569289195646,50,50,100,0,0,0,1,1,1,0,0,0
172,0,-0.0125748188977354,0.00211483650282057,0.014689655400556,0.0110393773302547,1.3306597791795,0.0931944441974657,0.12,0.24,0.12,0.0768374908491942,1.56173761888606,0.0591749063678142,-0.0139783531054214,0.0129057614059932,0.0268841145114146,0.00945202269448013,2.84427104974204,0.00270955550579677,0.118349812735629,0.118349812735629,0.00812866651739031,0.118349812735629,50,50,100,0,0,1,1,1,1,0,0,1
173,0,0.000756718914862937,0.0385100288771418,0.0377533099622788,0.0118710259245458,3.18029041485083,0.000985108338891205,0.14,0.56,0.42,0.0953939201416946,4.40279631423206,5.343224331877E-06,0.000780465535933226,0.0211303215086587,0.0203498559727255,0.0105324634798674,1.9321079072929,0.0281170389576555,0.00197021667778241,1.6029672995632E-05,0.0281170389576555,0.0281170389576555,50,50,100,1,1,0,1,1,1,0,0,1
174,0,-0.00260174220730453,0.00931016605569922,0.0119119082630038,0.0125205584181088,0.951387938558336,0.171874012010534,0.2,0.46,0.26,0.09404254356407,2.76470616538424,0.00284870456913311,-0.00783794399210308,0.0106101580399737,0.0184481020320768,0.0106152193377511,1.73789174251628,0.0426855340429484,0.171874012010534,0.00854611370739934,0.0853710680858969,0.171874012010534,50,50,100,0,1,0,1,1,1,0,0,1
175,0,0.00424001622247934,-0.00197972701576463,-0.00621974323824398,0.0136898578669814,-0.45433219969693,0.674702777509003,0.16,0.3,0.14,0.0841665016500033,1.66336959782615,0.0481192374557394,0.00442498161765281,0.0158680655134932,0.0114430838958403,0.0095079694133533,1.20352552667758,0.115836107045754,0.674702777509003,0.144357712367218,0.231672214091508,0.674702777509003,50,50,100,0,0,0,1,1,1,0,0,0
176,0,0.000118555975213009,-0.00458296370277343,-0.00470151967798644,0.0103507642594118,-0.454219568734879,0.674662390807614,0.16,0.34,0.18,0.0866025403784439,2.07846096908265,0.0188334611143144,-0.00140571483337924,0.012585348795166,0.0139910636285453,0.00859450653499537,1.62790773054579,0.053377675830677,0.674662390807615,0.0565003833429432,0.106755351661354,0.674662390807615,50,50,100,0,0,0,1,1,1,0,0,0
177,0,0.00212598031390482,0.0117990544616759,0.00967307414777111,0.0143111648844892,0.675911026519933,0.250344546256057,0.2,0.4,0.2,0.0916515138991168,2.18217890235992,0.0145481658706261,0.0020432733957701,0.0103888004505148,0.00834552705474469,0.0100801135668695,0.827919943498859,0.204863743070041,0.409727486140081,0.0436444976118784,0.409727486140081,0.409727486140081,50,50,100,0,0,0,1,1,1,0,0,0
178,0,-0.0111560025740592,-0.00201313199188809,0.00914287058217112,0.0131305613001588,0.696304626525034,0.243943137212498,0.18,0.28,0.1,0.0841665016500033,1.18812114130439,0.117392843136153,-0.0108360109379508,-0.00219193569072907,0.00864407524722174,0.00946619391497398,0.913152141701662,0.181701791371482,0.363403582742964,0.352178529408461,0.363403582742964,0.363403582742964,50,50,100,0,0,0,1,1,1,0,0,0
179,0,0.00488939608023726,0.0159303833144098,0.0110409872341726,0.0119386309780496,0.924811836003016,0.178667728982954,0.14,0.42,0.28,0.0897997772825746,3.11804782231162,0.000910266304662621,-0.00923468004342599,0.00862518533264553,0.0178598653760715,0.00888211285160946,2.01076767143701,0.0235486003321734,0.178667728982954,0.00273079891398787,0.0470972006643469,0.178667728982954,50,50,100,0,1,0,1,1,1,0,0,1
180,0,0.0152471969120001,0.00869313920470532,-0.00655405770729475,0.010943131168531,-0.598919779572977,0.724695830068658,0.14,0.38,0.24,0.0877268487978452,2.73576451552532,0.00311177724336409,0.0122675025551498,0.00775360103613347,-0.00451390151901637,0.0110105868446217,-0.409960121355498,0.658634999926988,1,0.00933533173009228,1,1,50,50,100,0,1,0,1,1,1,0,0,1
181,0,0.00888559753744063,0.020143761754574,0.0112581642171334,0.012006643597548,0.937661231106459,0.175361831839274,0.14,0.42,0.28,0.0897997772825746,3.11804782231162,0.000910266304662621,-0.00585309267646674,0.0204083272105237,0.0262614198869905,0.0090917901217309,2.88847625554194,0.00238238896284282,0.175361831839274,0.00273079891398787,0.00476477792568564,0.175361831839274,50,50,100,0,1,1,1,1,1,0,0,1
182,0,0.00625168856494521,0.00852151604931727,0.00226982748437206,0.0139834893153852,0.162321966511942,0.435693268886145,0.18,0.5,0.32,0.0947417542586161,3.37760264736599,0.000365603283883242,0.000718917515245096,0.008832517257721,0.0081135997424759,0.00907025049612124,0.894528739415252,0.186615385421638,0.435693268886146,0.00109680985164973,0.373230770843277,0.435693268886146,50,50,100,0,1,0,1,1,1,0,0,1
183,0,0.00186393814971046,0.00409936429117701,0.00223542614146655,0.0128671198628358,0.173731663751975,0.431217356109163,0.32,0.42,0.1,0.0965608616365865,1.03561627666867,0.150190597699931,-0.00939757199028356,0.0094091170074575,0.0188066889977411,0.00919754697775512,2.04475052350657,0.0217803049868386,0.431217356109164,0.300381195399862,0.0653409149605158,0.431217356109164,50,50,100,0,0,0,1,1,1,0,0,0
184,0,0.00817858401719628,0.00463170940305167,-0.00354687461414461,0.012439004870509,-0.285141347806184,0.611931201849864,0.36,0.46,0.1,0.0983666610188635,1.01660459920281,0.154670782706968,0.00810326384944644,0.0108915490429751,0.00278828519352865,0.0104295938405239,0.267343602844325,0.394883216321841,0.789766432643682,0.464012348120905,0.789766432643682,0.789766432643682,50,50,100,0,0,0,1,1,1,0,0,0
185,0,0.0104963915600665,0.0125010260383768,0.0020046344783103,0.0113533969244581,0.176566933372321,0.430106473914585,0.12,0.44,0.32,0.0897997772825746,3.56348322549899,0.000182983045738938,0.00673580373715628,0.0225861403600658,0.0158503366229095,0.00941949874351938,1.68271550901947,0.04780684434405,0.430106473914586,0.000548949137216815,0.0956136886881002,0.430106473914586,50,50,100,0,1,0,1,1,1,0,0,1
186,0,-0.0150796152895233,0.0174675287927366,0.0325471440822599,0.0135008132977453,2.41075432749637,0.00889181706212716,0.22,0.44,0.22,0.09404254356407,2.33936675532512,0.00965823027151735,0.00142936067980794,0.0150703548145961,0.0136409941347882,0.00873743312938147,1.5612129938846,0.0608485641200892,0.0266754511863815,0.0266754511863815,0.0608485641200893,0.0608485641200893,50,50,100,0,0,0,1,1,1,0,0,0
187,0,0.00806767979261479,-0.00413984001556574,-0.0122075198081805,0.0133837782603095,-0.912113124616146,0.818026258156356,0.22,0.28,0.06,0.0866025403784439,0.692820323027551,0.244211158311297,0.0120464947212317,0.00366691283057056,-0.00837958189066116,0.0104818438208432,-0.79943777391515,0.787014976570057,1,0.732633474933891,1,1,50,50,100,0,0,0,1,1,1,0,0,0
188,0,0.000714964374227401,0.0139619022844824,0.013246937910255,0.0113365318069927,1.16851768563679,0.12271635580968,0.14,0.42,0.28,0.0897997772825746,3.11804782231162,0.000910266304662621,-0.00574678493192364,0.0108037060034666,0.0165504909353903,0.0103770373728484,1.59491484329572,0.0569756747926364,0.12271635580968,0.00273079891398787,0.113951349585273,0.12271635580968,50,50,100,0,1,0,1,1,1,0,0,1
189,0,0.00565041816797146,0.00992128789676116,0.0042708697287897,0.012270363379231,0.348063834524954,0.364269391274948,0.24,0.32,0.08,0.0897997772825746,0.890870806374748,0.186499241806743,0.00457463089701068,0.00953716541427176,0.00496253451726108,0.0104279089830153,0.475889703807727,0.317606060328789,0.635212120657579,0.559497725420231,0.635212120657579,0.635212120657579,50,50,100,0,0,0,1,1,1,0,0,0
190,0,0.00024233637856488,0.0109349050005878,0.0106925686220229,0.0116598122085324,0.917044668540911,0.180685265485259,0.1,0.48,0.38,0.0907524104363074,4.18721660585197,1.4119814639058E-05,-0.00937096399863129,0.023122703359916,0.0324936673585473,0.0093183991201937,3.48704395888463,0.000366336564302738,0.180685265485259,4.2359443917173E-05,0.000732673128605477,0.180685265485259,50,50,100,0,1,1,1,1,1,0,0,1
191,0,0.00945985783531693,0.0051655961515213,-0.00429426168379564,0.0116952737586058,-0.367179236025643,0.642861487960731,0.2,0.3,0.1,0.0866025403784439,1.15470053837925,0.124106539494962,0.0126297131626457,0.0107240904038126,-0.0019056227588331,0.00835472938808241,-0.228089106219451,0.589973900021691,1,0.372319618484886,1,1,50,50,100,0,0,0,1,1,1,0,0,0
192,0,-0.00110491919391657,0.00744382845877908,0.00854874765269564,0.0104425269382984,0.818647411992091,0.207486925251897,0.12,0.46,0.34,0.0907524104363074,3.74645696313071,8.9674878014256E-05,-0.00695424044533358,0.017964017093995,0.0249182575393285,0.00919812482422069,2.70905842392063,0.00398235705244021,0.207486925251897,0.00026902463404277,0.00796471410488043,0.207486925251897,50,50,100,0,1,1,1,1,1,0,0,1
193,0,-0.00297711662948432,0.0103017653781512,0.0132788820076355,0.0124317361578387,1.06814380863952,0.144039875541136,0.22,0.5,0.28,0.096,2.91666666666667,0.0017689682391111,0.00669427630679372,0.0155146991393341,0.00882042283254034,0.00906948234478532,0.972538729028103,0.166588488370175,0.288079751082272,0.00530690471733331,0.288079751082272,0.288079751082272,50,50,100,0,1,0,1,1,1,0,0,1
194,0,-0.00645833360402951,-2.9240867156614E-05,0.0064290927368729,0.0120919040097972,0.53168572390782,0.298073434024908,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,0.00693233643230627,0.0090647751685927,0.00213243873628643,0.00961229453115414,0.221844922601471,0.412448121787882,0.596146868049816,0.0480815121458835,0.596146868049816,0.596146868049816,50,50,100,0,0,0,1,1,1,0,0,0
195,0,0.0020414748111514,0.00142985061144613,-0.000611624199705268,0.0120489859728803,-0.0507614666563564,0.520190541842075,0.26,0.42,0.16,0.0947417542586161,1.688801323683,0.0456287550471818,0.00868262768470267,0.00951699505079666,0.000834367366093986,0.00936015857718055,0.0891403024012989,0.464576163075276,0.929152326150553,0.136886265141545,0.929152326150553,0.929152326150553,50,50,100,0,0,0,1,1,1,0,0,0
196,0,-0.010893662912919,0.0302419882708408,0.0411356511837598,0.0124952469237326,3.29210390437581,0.000691765498844421,0.26,0.44,0.18,0.0953939201416946,1.88691270609945,0.0295860339129297,0.00888860533752561,0.0139677130412331,0.00507910770370746,0.00927017015274531,0.547898001872524,0.292503875793564,0.00207529649653327,0.0591720678258594,0.292503875793564,0.292503875793564,50,50,100,1,0,0,1,1,1,0,0,1
197,0,-0.013223989174129,0.0113898270888289,0.0246138162629579,0.0124389710998378,1.97876625529573,0.0253244773485438,0.18,0.4,0.22,0.0907524104363074,2.42417803496693,0.0076715407924367,-0.00520518866935172,0.0164497075039417,0.0216548961732934,0.0093804540969274,2.30851256767906,0.0115359410816627,0.0253244773485438,0.0230146223773101,0.0230718821633254,0.0253244773485438,50,50,100,0,1,1,1,1,1,0,0,1
198,0,0.00577129907423578,0.0061971695289128,0.000425870454677022,0.010405954334799,0.0409256509278394,0.48371921541734,0.22,0.32,0.1,0.0887918915216925,1.12622896399914,0.13003430835418,0.00882762315551027,0.0185267398337153,0.00969911667820498,0.0100138600952285,0.968569221655741,0.167572252686484,0.483719215417341,0.39010292506254,0.39010292506254,0.483719215417341,50,50,100,0,0,0,1,1,1,0,0,0
199,0,-0.00444080154507356,0.0208698319117893,0.0253106334568628,0.0124070187282354,2.04002540910669,0.022019149218967,0.18,0.4,0.22,0.0907524104363074,2.42417803496693,0.0076715407924367,-0.0041293457962671,0.0225344474549908,0.0266637932512579,0.0086504080604766,3.08237404118353,0.0013334274549428,0.022019149218967,0.0153430815848734,0.00400028236482842,0.022019149218967,50,50,100,1,1,1,1,1,1,0,0,1
